Nome,Preco,Preco Sem Desconto,EAN,SKU,Marca,Categoria,Desconto
Targifor + C 500+500mg com 60 Comprimidos - Sanofi,94.33,109.69,7891058004675,13489,sigma-pharma-rx,Vitaminas,0.14
Enterogermina 10 Flaconetes - 5ml,40.97,42.9,7891058016999,12568,sigma-pharma-rx,Mais Medicamentos,0.04
Novalgina 1g com 10 Comprimidos Efervescentes - Sanofi,28.01,32.57,7891058015756,12364,sigma-pharma-rx,Dor e Febre,0.14
Targifor + C com 30 Comprimidos - Sanofi,57.18,64.98,7891058004668,11922,sigma-pharma-rx,Vitaminas,0.12
Enterogermina Plus 5 Flaconetes - 5ml,40.92,42.9,7891058020286,9814,sigma-pharma-rx,Mais Medicamentos,0.05
Dorflex com 10 Comprimidos - Sanofi,6.43,7.56,7891058017392,9753,sigma-pharma-rx,Relaxante Muscular,0.15
Pharmaton 50+ com 30 Cápsulas - Sanofi,77.04,79.9,7891058021696,9688,sigma-pharma-rx,Vitaminas,0.04
Dorflex com 36 Comprimidos - Sanofi,16.9,22.52,7891058017507,9159,sigma-pharma-rx,Relaxante Muscular,0.25
Targifor A-Z Imunidade com 30 Cápsulas - Sanofi,54.9,54.9,7891058021726,6708,sigma-pharma-rx,Vitaminas,0.0
Targifor A-Z Imunidade com 60 Cápsulas - Sanofi,97.69,109.9,7891058021702,6612,sigma-pharma-rx,Vitaminas,0.11
Dorflex Uno com 10 Comprimidos - Sanofi,14.45,16.8,7891058022815,2666,sigma-pharma-rx,Analgésicos,0.14
Aletam 40mg com 60 Cápsulas - Abbott,152.48,164.9,7891158105241,28794,sigma-pharma-rx,Vitaminas,0.08
Cefadroxila 500mg com 8 Cápsulas - Eurofarma Genérico,23.92,57.59,7891317018221,33068,sigma-pharma-rx,Mais Medicamentos,0.58
Cloridrato de Bupropiona 300mg com 30 Comprimidos - Eurofarma,88.9,88.9,7891317010171,30468,sigma-pharma-rx,Mais Medicamentos,0.0
Levetiracetam 250mg com 30 Comprimidos - Eurofarma Genérico,29.68,44.66,7891317002596,21630,sigma-pharma-rx,Mais Medicamentos,0.34
Hemitartarato Zolpidem 5mg com 30 Comprimido - Eurofarma Genérico,36.61,85.32,7891317004606,19403,sigma-pharma-rx,Mais Medicamentos,0.57
"Dicloridrato de Pramipexol 0,375mg com 30 Comprimidos - Eurofarma Genérico",36.74,101.22,7891317133634,18572,sigma-pharma-rx,Calmantes,0.64
Cloridrato de Bupropiona 150mg 30 comprimidos - Eurofarma,25.57,123.99,7891317189631,17252,sigma-pharma-rx,Calmantes,0.79
Cloridrato de Nortriptilina 25mg com 30 Comprimidos - Eurofarma Genérico,16.7,37.02,7891317430146,17221,sigma-pharma-rx,Calmantes,0.55
Topiramato 50mg com 60 Comprimidos - Eurofarma Genérico,27.66,276.68,7891317434335,14764,sigma-pharma-rx,Mais Medicamentos,0.9
Topiramato 25mg com 60 Comprimidos - Eurofarma Genérico,14.69,130.39,7891317434328,14766,sigma-pharma-rx,Mais Medicamentos,0.89
Cloridrato de Memantina 10mg com 60 Comprimidos - Eurofarma Genérico,16.6,223.61,7891317472139,13371,sigma-pharma-rx,Calmantes,0.93
Olanzapina 10mg 30 comprimidos - Eurofarma Genérico,37.93,724.55,7891317484408,12002,sigma-pharma-rx,Mais Medicamentos,0.95
Cloridrato de Sertralina 100mg com 30 Comprimidos - Eurofarma Genérico,30.8,186.98,7891317446963,12013,sigma-pharma-rx,Mais Medicamentos,0.84
Lamotrigina 50mg com 30 Comprimidos - Eurofarma Genérico,12.83,87.67,7891317473679,12011,sigma-pharma-rx,Mais Medicamentos,0.85
Lamotrigina 100mg com 30 Comprimidos - Eurofarma Genérico,20.61,152.84,7891317473709,12005,sigma-pharma-rx,Mais Medicamentos,0.87
Olanzapina 2.5mg com 30 Comprimidos - Eurofarma Genérico,24.91,245.27,7891317484262,12010,sigma-pharma-rx,Mais Medicamentos,0.9
Maresis Spray - 100ml,42.6,49.54,7898040322540,16007,sigma-pharma-rx,Mais Medicamentos,0.14
Nutrical D com 60 Comprimidos - Farmoquímica,86.35,100.41,7898040321376,15689,sigma-pharma-rx,Vitaminas,0.14
Otosporin 10ml - Farmoquímica,15.96,16.98,7898040320942,15629,sigma-pharma-rx,Mais Medicamentos,0.06
Otociriax Solução Otológica 5ml - Farmoquímica,45.82,48.74,7898040324223,15631,sigma-pharma-rx,Mais Medicamentos,0.06
Oto Betnovate 10ml - Farmoquímica,33.0,35.11,7898040321390,15632,sigma-pharma-rx,Mais Medicamentos,0.06
Prolopa 250mg com 30 Comprimidos - Roche,95.5,122.54,7896226500515,15408,sigma-pharma-rx,Mais Medicamentos,0.22
Prolopa Dispersível 100\u002F25mg com 30 Comprimidos - Roche,71.43,91.0,7896226503721,15407,sigma-pharma-rx,Mais Medicamentos,0.22
Prolopa HBS 125mg com 30 Cápsulas - Roche,72.52,91.0,7896226500362,15406,sigma-pharma-rx,Mais Medicamentos,0.2
"Pulmicort 0,50mg com 5 Frascos - Astrazeneca",58.86,68.44,7896206402020,15380,sigma-pharma-rx,Mais Medicamentos,0.14
"Pulmicort 0,25mg com 5 Flaconetes - Astrazeneca",51.47,54.76,7896206402013,15381,sigma-pharma-rx,Mais Medicamentos,0.06
"Reduclin 2,5mg com 35 Comprimidos - Farmoquímica",90.97,122.39,7898040322205,15347,sigma-pharma-rx,Mais Medicamentos,0.26
"Reduclim 1,25mg com 35 Comprimidos - Farmoquímica",71.95,91.82,7898040322199,15349,sigma-pharma-rx,Mais Medicamentos,0.22
Roacutan 20mg com 30 Cápsulas - Roche,224.48,278.72,7896226500027,15277,sigma-pharma-rx,Mais Medicamentos,0.19
Rohypnol mg com 30 Comprimidos - Farmoquímica,24.84,29.23,7898040324261,15269,sigma-pharma-rx,Mais Medicamentos,0.15
Sustrate 10mg com 50 Comprimidos - Farmoquímica,27.45,36.62,7898040323141,14997,sigma-pharma-rx,Mais Medicamentos,0.25
Cloridrato de Sotalol 160mg com 30 Comprimidos - Merck,30.64,96.98,7891721202377,30254,sigma-pharma-rx,Genéricos,0.68
Acetato de Ciproterona + Etinilestradiol com 63 Comprimidos - Merck Genérico,29.09,50.87,7891721029417,19541,cimed,Anticoncepcionais,0.43
Levotiroxina Sódica 25mcg com 30 Comprimidos - Merck Genérico,7.77,10.4,7891721202988,16148,cimed,Mais Medicamentos,0.25
Levotiroxina Sódica 75mcg com 30 Comprimidos - Merck Genérico,10.68,12.55,7891721019890,16146,cimed,Mais Medicamentos,0.15
Levotiroxina Sódica 88mcg com 30 Comprimidos - Merck Genérico,12.29,15.12,7891721019944,16145,cimed,Mais Medicamentos,0.19
Levotiroxina Sódica 50mcg com 30 Comprimidos - Merck Genérico,10.15,11.49,7891721019845,16147,cimed,Mais Medicamentos,0.12
Levotiroxina Sódica 125mcg com 30 Comprimidos - Merck Genérico,12.43,14.36,7891721020094,16151,cimed,Mais Medicamentos,0.13
Levotiroxina Sódica 100mcg com 30 Comprimidos - Merck Genérico,8.94,9.8,7891721019999,16153,cimed,Mais Medicamentos,0.09
Levotiroxina Sódica 175mcg com 30 Comprimidos - Merck Genérico,16.19,19.56,7891721020193,16149,cimed,Mais Medicamentos,0.17
Levotiroxina Sódica 150mcg com 30 Comprimidos - Merck Genérico,13.59,15.48,7891721020148,16150,cimed,Mais Medicamentos,0.12
Levotiroxina Sódica 112mcg com 30 Comprimidos - Merck Genérico,16.21,19.27,7891721020049,16152,cimed,Mais Medicamentos,0.16
Levotiroxina Sódica 200mcg com 30 Comprimidos - Merck Genérico,25.95,33.8,7891721202735,13756,cimed,Mais Medicamentos,0.23
Aciclovir 400mg com 30 Comprimidos - Merck Genérico,40.19,255.31,7891721023484,9092,cimed,Mais Medicamentos,0.84
Maresis Spray - 100ml,42.6,49.54,7898040322540,16007,cimed,Mais Medicamentos,0.14
Nutrical D com 60 Comprimidos - Farmoquímica,86.35,100.41,7898040321376,15689,cimed,Vitaminas,0.14
Otosporin 10ml - Farmoquímica,15.96,16.98,7898040320942,15629,cimed,Mais Medicamentos,0.06
Otociriax Solução Otológica 5ml - Farmoquímica,45.82,48.74,7898040324223,15631,cimed,Mais Medicamentos,0.06
Oto Betnovate 10ml - Farmoquímica,33.0,35.11,7898040321390,15632,cimed,Mais Medicamentos,0.06
Prolopa 250mg com 30 Comprimidos - Roche,95.5,122.54,7896226500515,15408,cimed,Mais Medicamentos,0.22
Prolopa Dispersível 100\u002F25mg com 30 Comprimidos - Roche,71.43,91.0,7896226503721,15407,cimed,Mais Medicamentos,0.22
Prolopa HBS 125mg com 30 Cápsulas - Roche,72.52,91.0,7896226500362,15406,cimed,Mais Medicamentos,0.2
"Pulmicort 0,50mg com 5 Frascos - Astrazeneca",58.86,68.44,7896206402020,15380,cimed,Mais Medicamentos,0.14
"Pulmicort 0,25mg com 5 Flaconetes - Astrazeneca",51.47,54.76,7896206402013,15381,cimed,Mais Medicamentos,0.06
"Reduclin 2,5mg com 35 Comprimidos - Farmoquímica",90.97,122.39,7898040322205,15347,cimed,Mais Medicamentos,0.26
"Reduclim 1,25mg com 35 Comprimidos - Farmoquímica",71.95,91.82,7898040322199,15349,cimed,Mais Medicamentos,0.22
Roacutan 20mg com 30 Cápsulas - Roche,224.48,278.72,7896226500027,15277,cimed,Mais Medicamentos,0.19
Rohypnol mg com 30 Comprimidos - Farmoquímica,24.84,29.23,7898040324261,15269,cimed,Mais Medicamentos,0.15
Sustrate 10mg com 50 Comprimidos - Farmoquímica,27.45,36.62,7898040323141,14997,cimed,Mais Medicamentos,0.25
Taffman EX 110ml - Yakult,4.99,4.99,7891156076178,30809,cimed,Vitaminas,0.0
Cetoconazo l+ Betametasona Pomada 30g - EMS Genérico,10.87,28.69,7896004705118,17388,cimed,Mais Medicamentos,0.62
Cetoconazol + Betametasona Creme 30g - EMS Genérico,10.66,29.28,7896004705125,17390,cimed,Mais Medicamentos,0.64
Ciclopirox Olamina Solução de Uso Dermatológico 15ml - EMS Genérico,13.57,30.94,7896004727233,17348,cimed,Mais Medicamentos,0.56
Cloridrato de Bromexina Xarope Infantil 120ml - EMS,11.05,14.47,7896004720241,17254,cimed,Mais Medicamentos,0.24
Cloridrato de Dorzolamida Colírio - 5ml,29.99,70.73,7896004726069,17233,cimed,Mais Medicamentos,0.58
Cloridrato de Ambroxol Xarope Infantil 120ml - EMS,12.87,18.26,7896004706276,17263,cimed,Mais Medicamentos,0.3
"Cloridrato de Amilorida + Hidroclorotiazida 2,5\u002F25 com 30 Comprimidos - EMS Genérico",11.9,12.55,7896004710860,17261,cimed,Mais Medicamentos,0.05
"Cloridrato de Amilorida + Hidroclorotiazida 5,0\u002F50 com 30 Comprimidos - EMS Genérico",17.63,27.78,7896004711454,17260,cimed,Mais Medicamentos,0.37
Cloridrato de Lidocaina Pomada 25g Laranja - EMS Genérico,12.78,23.62,7896004722474,17226,cimed,Mais Medicamentos,0.46
Cloridrato de Lidocaina Pomada 25g - EMS Genérico,13.36,23.27,7896004722467,17227,cimed,Mais Medicamentos,0.43
"Cloridrat de Oximetazolina 0,50mg 30ml - EMS Genérico",5.85,16.26,7896004713724,17214,cimed,Mais Medicamentos,0.64
"Cloridrato de Oximetazolina 0,25mg 20ml - EMS Genérico",10.8,22.07,7896004713717,17215,cimed,Mais Medicamentos,0.51
Clotrimazol Creme Dermatológico 20g - EMS,8.93,15.16,7896004718453,17175,cimed,Mais Medicamentos,0.41
"Clortalidona 12,5mg com 60 Comprimidos - EMS Genérico",20.62,33.9,7896004706375,17180,cimed,Mais Medicamentos,0.39
Clortalidona 25mg com 60 Comprimidos - EMS Genérico,30.32,32.94,7896004706368,17179,cimed,Mais Medicamentos,0.08
Olanzapina 5mg com 30 Comprimidos - Delta,21.5,342.98,7893454101187,3270,cimed,Mais Medicamentos,0.94
Olanzapina 2.5mg com 30 Comprimidos - Delta,22.27,232.21,7893454101149,3641,cimed,Mais Medicamentos,0.9
Olanzapina 10mg com 30 Comprimidos - Delta,34.4,686.11,7893454101224,3696,cimed,Mais Medicamentos,0.95
Valerato de Betametasona + Sulfato de Gentamicina + Tolnaftato + Clioquinol Creme 20g - Delta,10.57,31.9,7893454101637,1230,cimed,Mais Medicamentos,0.67
Valerato de Betametasona + Sulfato de Gentamicina + Tolnaftat + Clioquinol Pomada 20g - Delta,10.67,31.9,7893454101620,3331,cimed,Mais Medicamentos,0.67
Pioletal Loção com 60ml - Delta,17.21,32.51,7893454103914,26615,cimed,Similar,0.47
Ossotrat Plus - 60 comprimidos,20.38,37.99,7893454141831,25683,cimed,Mais Medicamentos,0.46
Tandene c\u002F30cpr,9.34,27.29,7893454100685,20589,cimed,Similar,0.66
Aceratun em Gotas - 10ml,17.97,21.64,7893454300115,17990,cimed,Similar,0.17
Ossotrat-D 600mg + 200UI com 60 Comprimidos - Delta,25.02,82.66,7893454212012,15636,cimed,Vitaminas,0.7
Alendronato de Sódio 70mg com 4 Comprimidos - Delta,1.65,38.67,7893454101644,3848,cimed,Mais Medicamentos,0.96
Nemicina Pomaa Dermatológica com 20g - Delta,11.59,25.26,7893454100692,2113,cimed,Similar,0.54
Cetoconazol + Betametasona + Neomicina Pomada 30g - Delta,9.45,31.36,7893454101606,2098,cimed,Mais Medicamentos,0.7
Entresto 49-51mg com 60 Comprimidos - Novartis,350.74,412.64,7896261020306,6977,cimed,Mais Medicamentos,0.15
Entresto 97-103mg com 60 Comprimidos - Novartis,350.74,412.64,7896261020313,6304,cimed,Mais Medicamentos,0.15
Simbrinza 5ml - Novartis,82.29,97.64,7896548199565,6112,cimed,Mais Medicamentos,0.16
Cialis 20mg com 2 Comprimidos - Lilly,134.66,153.02,7896382703614,17353,cimed,Mais Medicamentos,0.12
Insulina Humulin N U-100 10ml - Lilly,50.64,81.89,7896382700583,16270,cimed,Mais Medicamentos,0.38
Insulina Humalog Injeçao 100ui 10ml - Lilly,136.18,161.73,7896382700750,16274,cimed,Mais Medicamentos,0.16
Insulina Humulin N 100ui\u002Fml com 2 Carpules 3ml - Lilly,54.99,88.29,7896382703317,12879,cimed,Mais Medicamentos,0.38
Humalog Lispro Refil 5 x 3ml - Lilly,261.12,305.89,7896382705519,12403,cimed,Mais Medicamentos,0.15
Humalog Kwikpen Caneta 1 Refil com 3ml - Lilly,49.98,59.27,7896382706431,11391,cimed,Mais Medicamentos,0.16
Insulina Humalog Refil 2x 3ml - Lilly,107.78,129.2,7896382703331,11239,cimed,Mais Medicamentos,0.17
Prozac 20mg com 30 Comprimidos - Lilly,143.16,177.53,7896382706677,11151,cimed,Mais Medicamentos,0.19
Zyprexa Zydis 10mg com 28 Comprimidos - Lilly,1020.95,1201.12,7896382705199,10675,cimed,Mais Medicamentos,0.15
Cialis Diário 5mg com 30 Comprimidos - Lilly,207.85,286.93,7896382706370,9245,cimed,Mais Medicamentos,0.28
Evista 60mg com 30 Comprimidos - Lilly,289.98,370.62,7896382706660,9135,cimed,Mais Medicamentos,0.22
Cymbalta 60mg com 30 Cápsulas - Lilly,187.25,236.81,7896382706653,8695,cimed,Mais Medicamentos,0.21
Cymbalta 30mg com 30 Cápsulas - Lilly,93.09,118.41,7896382706721,8651,cimed,Mais Medicamentos,0.21
Venoxide 900+100mg com 30 Comprimidos - Servier,107.38,107.38,7896658046551,32549,cimed,Fitoterápicos,0.0
"Acertalix 10mg + 2,5mg com 30 Comprimidos - Servier",122.15,143.71,7898029550421,27618,cimed,Mais Medicamentos,0.15
"Triplixam 5mg + 1,25mg + 10mg com 30 Comprimidos - Servier",81.0,95.29,7898029550810,27577,cimed,Mais Medicamentos,0.15
"Triplixam 10 + 2,5 + 10mg com 30 Comprimidos - Servier",115.73,136.15,7898029550834,26765,cimed,Mais Medicamentos,0.15
"Triplixam 5mg + 1,25mg + 5mg com 30 Comprimidos - Servier",71.89,84.58,7898029550803,26352,cimed,Mais Medicamentos,0.15
"Acertalix 5\u002F1,25mg com 30 Comprimidos - Servier",77.41,91.07,7898029550407,23879,cimed,Mais Medicamentos,0.15
"Triplixam 10mg + 2,5mg + 5mg com 30 Comprimidos - Servier",105.03,123.57,7898029550827,22692,cimed,Mais Medicamentos,0.15
Acertil 5mg com 60 Comprimidos - Servier,126.06,148.3,7898029550223,22568,cimed,Mais Medicamentos,0.15
Vastarel Caps LP 80mg com 30 Cápsulas - Servier,173.09,203.64,7898029558755,19987,cimed,Mais Medicamentos,0.15
Arcalion com 20 Drágeas - Servier,48.99,56.97,7898029550124,17771,cimed,Mais Medicamentos,0.14
Arcalion 200mg com 60 Drágeas - Servier,141.95,165.06,7898029550131,17772,cimed,Mais Medicamentos,0.14
Coversyl Plus com 30 Comprimidos - Servier,105.26,128.23,7898029551244,17109,cimed,Mais Medicamentos,0.18
Coversyl 4mg com 30 Comprimidos - Servier,101.01,122.25,7898029551046,17110,cimed,Mais Medicamentos,0.17
Daflon 500mg com 60 Comprimidos - Servier,164.9,211.74,7898029551787,17069,cimed,Mais Medicamentos,0.22
Daflon 500mg com 30 Comprimidos - Servier,98.9,123.91,7898029551770,17068,cimed,Mais Medicamentos,0.2
Venlaxin 150mg com 60 Cápsulas - Eurofarma,214.01,260.18,7891317013592,21508,cimed,Mais Medicamentos,0.18
Ebastel 10mg com 30 Comprimidos - Eurofarma,174.27,198.03,7891317010478,21510,cimed,Alergias e Infecções,0.12
Venlaxin 75mg com 60 Cápsulas - Eurofarma,153.32,192.47,7891317013585,21507,cimed,Mais Medicamentos,0.2
Holmes 40mg com 30 Comprimidos - Eurofarma,38.09,47.89,7891317922535,19256,cimed,Mais Medicamentos,0.2
Holmes 20mg com 30 Comprimidos - Eurofarma,36.11,45.55,7891317922580,19255,cimed,Mais Medicamentos,0.21
Ruva 20mg com 30 Comprimidos - Eurofarma,72.45,91.16,7891317005832,19254,cimed,Colesterol e Triglicerídeos,0.21
Limiar 75mg com 30 Cápsulas - Eurofarma,49.38,62.34,7891317139544,19251,cimed,Mais Medicamentos,0.21
Ruva 10mg com 30 Comprimidos - Eurofarma,41.79,52.55,7891317005863,19253,cimed,Colesterol e Triglicerídeos,0.2
Limiar 150mg com 30 Cápsulas - Eurofarma,76.01,95.69,7891317139629,19250,cimed,Mais Medicamentos,0.21
Ruva 5mg com 30 Comprimidos - Eurofarma,32.65,40.99,7891317005801,19252,cimed,Colesterol e Triglicerídeos,0.2
Preni Solução Oral 60ml - Eurofarma,23.27,26.44,7891317004217,19258,cimed,Mais Medicamentos,0.12
Preni 5mg com 10 Comprimidos - Eurofarma,9.23,10.49,7891317004071,19260,cimed,Mais Medicamentos,0.12
Subtrax 800mg + 160mg com 10 Comprimidos - Eurofarma,23.66,25.17,7891317005191,19261,cimed,Mais Medicamentos,0.06
"Gesico Duo 37,5mg + 35mg com 20 Comprimidos - Eurofarma",52.95,62.22,7891317158255,19183,cimed,Analgésicos,0.15
Duomo HP 2\u002F5mg com 60 Cápsulas - Eurofarma,151.13,187.86,7891317485764,18656,cimed,Mais Medicamentos,0.2
Holmes H 40mg + 25mg com 30 Comprimidos - Eurofarma,65.25,82.02,7891317124236,10850,cimed,Mais Medicamentos,0.2
Crevagin Creme Vaginal 40g com 7 Aplicadores - Eurofarma,43.11,48.99,7891317136468,10688,cimed,Mais Medicamentos,0.12
"Molieri 20 3 + 0,02mg com 24 Comprimidos - Eurofarma",51.02,68.13,7891317013158,10444,cimed,Anticoncepcionais,0.25
Tamiram 750mg com 5 Comprimidos - Eurofarma,107.19,121.81,7891317485313,10401,cimed,Mais Medicamentos,0.12
Quet XR 50mg com 30 Comprimidos - Eurofarma,132.83,165.57,7891317134334,10033,cimed,Mais Medicamentos,0.2
Paco 500mg + 30mg com 24 Comprimidos - Eurofarma,50.34,57.21,7891317000042,10031,cimed,Analgésicos,0.12
Pietra ED 2mg com 30 Comprimidos - Eurofarma,50.03,64.96,7891317140533,10017,cimed,Mais Medicamentos,0.23
Sibus 15mg com 60 Cápsulas - Eurofarma,79.55,98.98,7891317475222,9930,cimed,Mais Medicamentos,0.2
Tunta 300mg com 30 Cápsulas - Eurofarma,77.69,97.37,7891317143084,9734,cimed,Mais Medicamentos,0.2
Vartaz 80mg com 30 Comrimidos - Eurofarma,45.49,55.63,7891317121945,9355,cimed,Mais Medicamentos,0.18
Tada 5mg com 30 Comprimidos - Eurofarma,197.47,229.62,7891317129781,9325,cimed,Mais Medicamentos,0.14
"Pisa Libersação Prolongada 0,375mg com 30 Comprimidos - Eurofarma",71.48,91.23,7891317133948,9162,cimed,Mais Medicamentos,0.22
"Pisa 0,75mg com 30 Comprimidos - Eurofarma",136.62,170.87,7891317134006,9170,cimed,Mais Medicamentos,0.2
Venlaxin 150mg com 30 Cápsulas - Eurofarma,128.78,160.68,7891317472337,8943,cimed,Mais Medicamentos,0.2
"Venlaxin 37,5mg com 30 Comprimidos - Eurofarma",38.37,48.39,7891317465346,8742,cimed,Mais Medicamentos,0.21
Sal de Fruta Eno Sabor Guaraná com 100g -  GSK,22.87,26.59,7896015517045,15214,cimed,Digestivo,0.14
Sal de Fruta Eno Sabor Laranja com 100g - GSK,22.87,26.59,7896015560331,15213,cimed,Digestivo,0.14
Sonrisal Sabor Limão com 2 Comprimidos Efervescentes - GSK,2.29,2.69,7896015525231,15072,cimed,Digestivo,0.15
Sonrisal Tradicional com 2 Comprimidos Efervescentes - GSK,2.69,2.69,7896015520533,15073,cimed,Digestivo,0.0
Sonridor Caf com 2 Comprimidos Efervescentes - GSK,6.62,7.79,7896015517106,15074,cimed,Analgésicos,0.15
Sonridor Envelope com 2 Comprimidos Efervescentes - GSK,5.68,6.68,7896015500016,13951,cimed,Analgésicos,0.15
Sal de Fruta Eno Sabor Abacaxi com 2 Envelopes de 5g cada - GSK,3.72,4.38,7896015521684,13862,cimed,Digestivo,0.15
Sal de Fruta Eno Sabor Abacaxi com 100g - GSK,22.87,26.59,7896015521622,13857,cimed,Digestivo,0.14
Corega tabs eferv c\u002F6 cpds,7.19,7.19,7896015523848,13367,cimed,Mais Medicamentos,0.0
Advil 400mg com 8 Cápsulas - GSK,21.03,23.9,7896009498442,12192,cimed,Dor e Febre,0.12
Cataflampro XT Emulgel com100g - GSK,65.9,74.89,7896261019348,11876,cimed,Anti-Inflamatórios,0.12
Centrum Essentials Mulher com 30 Comprimidos - GSK,64.08,64.9,7896009498657,11542,cimed,Vitaminas,0.01
Centrum Essentials Homem com 30 Comprimidos - GSK,64.9,64.9,7896009498633,11543,cimed,Vitaminas,0.0
Centrum de A a Z com 150 Comprimidos - GSK,182.44,199.9,7896009498114,11174,cimed,Vitaminas,0.09
Eno Tabs Sabor Frutas Sortidas com 48 Pastilhas - GSK,34.27,40.32,7896015529222,10808,cimed,Digestivo,0.15
Diamicron MR 30mg com 30 Comprimidos - Servier,40.0,48.78,7898029552128,16917,cimed,Mais Medicamentos,0.18
Diamicron MR 30mg com 60 Comprimidos - Servier,79.77,97.07,7898029552135,16916,cimed,Mais Medicamentos,0.18
Natrilix SR com 30 Comprimidos - Servier,42.9,55.28,7898029556829,15818,cimed,Mais Medicamentos,0.22
"Natrilix 2,5mg com 30 Drágeas - Servier",46.45,56.62,7898029556539,15819,cimed,Mais Medicamentos,0.18
Vastarel MR 35mg com 30 Comprimidos - Servier,77.73,94.98,7898029558809,14645,cimed,Mais Medicamentos,0.18
Vastarel MR 35mg com 60 Comprimidos - Servier,155.3,189.95,7898029558816,13946,cimed,Mais Medicamentos,0.18
Procoralan 5mg com 56 Comprimidos - Servier,140.9,183.62,7898029557123,13384,cimed,Mais Medicamentos,0.23
"Procoralan 7,5mg com 56 Comprimidos - Servier",154.9,206.13,7898029557154,13325,cimed,Mais Medicamentos,0.25
Diamicron MR 60mg com 30 Comprimidos - Servier,82.91,97.54,7898029552203,13289,cimed,Mais Medicamentos,0.15
Diamicron MR 60mg com 60 Comprimidos - Servier,195.11,195.11,7898029552210,12542,cimed,Mais Medicamentos,0.0
Brilinta 90mg com 60 Comprimidos - Servier,378.28,474.92,7896206403409,12473,cimed,Mais Medicamentos,0.2
Natrilix SR com 60 Comprimidos - Servier,61.9,80.06,7898029556812,11948,cimed,Mais Medicamentos,0.23
Daflon 1000mg com 30 Comprimidos - Servier,129.9,175.87,7898029551848,11545,cimed,Mais Medicamentos,0.26
Acertil 10mg com 30 Comprimidos - Servier,84.03,98.86,7898029550247,11214,cimed,Mais Medicamentos,0.15
Daflon 1000mg com 60 Comprimidos - Servier,249.9,314.35,7898029551855,9693,cimed,Mais Medicamentos,0.21
"Revert 50mg + 12,5mg com 30 Comprimidos - Farmoquímica",20.96,23.82,7898040328993,22921,cimed,Hipertensão,0.12
"Onua 0,075mg com 28 Comprimidos - Farmoquímica",25.05,32.77,7898040324483,22879,cimed,Mais Medicamentos,0.24
Demi D 50.000ui com 4 Comprimidos - Farmoquímica,43.2,50.23,7898040328016,22797,cimed,Mais Medicamentos,0.14
Dolamin 250mg com 12 Comprimidos - Farmoquímica,41.32,46.95,7898040323769,21109,cimed,Mais Medicamentos,0.12
Xarope Abrilar Sabor Menta - 200ml,72.03,81.85,7898040328290,20816,cimed,Mais Medicamentos,0.12
Junno 200mg com 14 Cápsulas - Farmoquímica,61.26,71.23,7898040323905,18891,cimed,Mais Medicamentos,0.14
Xarope Abrilar - 100 ml,39.62,45.02,7898040320973,18026,cimed,Mais Medicamentos,0.12
Adoless com 28 Comprimidos - Farmoquímica,36.33,48.27,7898040320683,17956,cimed,Mais Medicamentos,0.25
Actifedrin Comprimidos com 20 Comprimidos - Farmoquímica,13.94,14.83,7898040320782,17968,cimed,Mais Medicamentos,0.06
Alendil Cálcio D com 64 Comprimidos - Farmoquímica,163.79,204.37,7898040321567,17920,cimed,Mais Medicamentos,0.2
Annita 20mg 100ml - Farmoquímica,59.3,67.39,7898040321505,17810,cimed,Mais Medicamentos,0.12
Annita 500mg com 6 Comprimidos - Farmoquímica,60.84,73.15,7898040321512,17808,cimed,Mais Medicamentos,0.17
Annita 20mg 45ml - Farmoquímica,26.29,29.87,7898040321420,17809,cimed,Mais Medicamentos,0.12
Bactrim F com 10 Comprimidos - Farmoquímica,32.98,35.09,7898040328603,17688,cimed,Mais Medicamentos,0.06
Bactrim com 20 Comprimidos - Farmoquímica,33.6,35.74,7898040328597,17689,cimed,Mais Medicamentos,0.06
Suplemento Vitamínico Lavitan Sênior 50+ com 60 comprimidos - Cimed,32.9,32.9,7897947600928,32212,cimed,Vitaminas,0.0
DERMAFEME CALM SAB FR 100ML,25.22,27.73,7897947601437,32220,cimed,Mais Medicamentos,0.09
Kit Lavitan Patati Patata com Leve 3 Pague 2 - Cimed,44.79,53.49,7897947617452,32137,cimed,Vitaminas,0.16
Succinato de Metoprolol 25mg com 30 Comprimidos - Cimed,15.88,30.21,7896523201528,32129,cimed,Mais Medicamentos,0.47
Succinato de Metropolol 50mg com 30 Ccomprimidos - Cimed,19.19,57.97,7896523201535,31955,cimed,Mais Medicamentos,0.67
Ressaliv After Frasco 250ml Citrus - Cimed,8.39,8.99,7897947617070,31906,cimed,Mais Medicamentos,0.07
Ressaliv After Frasco 250ml Sabor Tangerina - Cimed,8.39,8.99,7897947617063,31908,cimed,Mais Medicamentos,0.07
Lavitan Luteína com 60 Cápsulas - Cimed,39.9,39.9,7897947600782,31913,cimed,Vitaminas,0.0
Vitamina D 50.000UI com 8 Comprimidos - Cimed,43.9,126.49,7896523200453,31881,cimed,Vitaminas,0.65
Vitamina D 50.000UI com 4 Comprimidos - Cimed,11.79,35.9,7896523200446,31602,cimed,Vitaminas,0.67
Lavitan Colágeno Verisol + Ácido Hialurônico em Pó 300g - Cimed,87.21,99.9,7897947601871,31600,cimed,Similar,0.13
Lavitan Cranberry com 30 Cápsulas - Cimed,32.19,32.99,7897947601871,31458,cimed,Similar,0.02
