,Nome,Preço sem desconto,Preço com desconto,Desconto (porcentagem),Código EAN,Marca
1446,Prolopa 200mg + 50mg Roche 30 comprimidos simples,122.5,122.5,0,,
1447,"Dorilax DT 450mg + 50mg + 35mg, caixa com 12 comprimidos",9.62,9.62,0,,
1448,@ Monuril Po 1Env,69.16,69.16,0,,
1449,"Carvedilol 12,5 Mg 30 Comprimidos L3 Ems",59.71,59.71,0,,
1450,"Magnazia 153mg + 200mg + 25mg, caixa com 30 comprimidos, sabor abacaxi",21.19,21.19,0,,
1451,Neozine 4  Gts 20Ml  C1,19.48,19.48,0,,
1452,@ Otociriax Oto 5Ml,48.74,48.74,0,,
1453,Anafranil 25mg caixa com 20 drágeas,57.02,57.02,0,,
1454,@ Metronidazol 400Mg 24Cpr Teu,21.87,21.87,0,,
1455,@ Nitrofurantoina 100Mg 28Cap Teu,9.75,9.75,0,,
1456,"Cloridrato de Ciclobenzaprina Biosintética - Aché 10mg, caixa com 30 comprimidos revestidos",37.28,37.28,0,,
1457,"Drospirenona + Etinilestradiol EMS 3mg + 0,03mg, caixa com 21 comprimidos revestidos",52.33,52.33,0,,
1458,"Rivaroxabana 15Mg Ems, Caixa Com 30 Comprimidos Revestidos",220.66,220.66,0,,
1459,Aceviton Imunidade 500Mg Com 60 Comprimidos Mastigaveis,47.57,47.57,0,,
1460,Cloridrato de Terbinafina 250mg 14 Comprimidos,78.14,78.14,0,,
1461,Suplemento Alimentar La Immunità Sabor Uva 150ml,161.0,161.0,0,,
1462,Cefalexina 500mg 10cpr ger,28.54,28.54,0,,
1463,"Colchicina 0,5mg 30 Comprimidos - Geolab",44.43,44.43,0,,
1464,"Ibupril 400Mg, Caixa Com 8 Capsulas Gelatinosas Moles",19.41,19.41,0,,
1465,Acetato De Dexametasona 1mg g EMS Creme Dermatológico 10g,12.1,12.1,0,,
1466,Olmesartana 40mg 30 comprimidos Medley Genérico,48.54,48.54,0,,
1467,"Poslov 1,5mg Cifarma 1 Comprimido",15.19,15.19,0,,
1468,"Dipirona 1Gr Ems, Caixa Com 10 Comprimidos",19.21,19.21,0,,
1469,"Dprev 50.000Ui, Caixa Com 4 Comprimidos Revestidos",70.21,70.21,0,,
1470,"Gelol 0,0333mL/mL + 0,0333g/mL + 0,0083g/mL, tubo aerossol com 60mL de solução de uso dermatológico",45.5,45.5,0,,
1471,Advil Mulher 10 Capsulas,31.8,31.8,0,,
1472,"Spidufen 1155mg, caixa com 10 envelopes com 3g de granulado de uso oral, sabor menta anis",50.43,50.43,0,,
1473,"Sulfato De Neomicina + Bacitracina Zincica Medley 5Mg G + 250Ui G, Caixa Com 1 Bisnaga Com 50G De Pomada De Uso Dermatologico",28.16,28.16,0,,
1474,Acebrofilina 25mg 5ml Aché Biosintética Xarope com 120mL Adulto,36.73,36.73,0,,
1475,"Dicloridrato de Levocetirizina Eurofarma 5mg, caixa com 10 comprimidos revestidos",41.18,41.18,0,,
1476,Risperidona Gts 30Ml Prat,63.36,63.36,0,,
1477,"Cloridrato De Fexofenadina 180Mg E.M.S., Caixa Com 10 Comprimidos Revestidos",66.38,66.38,0,,
1478,Creme Dermatológico Trok-N Bisnaga 10g,21.12,21.12,0,,
1479,Digesan Gts Ped 20Ml,45.26,45.26,0,,
1480,Albocresil Policresuleno 360mg g Solução 12ml,39.85,39.85,0,,
1481,Complexo B Ems Caixa Com 1 Frasco Com 120Ml De Xarope,38.18,38.18,0,,
1482,Cordarex 5mg Caixa Com 30 Comprimidos,36.36,36.36,0,,
1483,"Etna Cápsula 1,0mg + 2,5mg + 1,5mg, caixa com 20 cápsulas gelatinosas duras",59.62,59.62,0,,
1484,"Femiane 0,075Mg + 0,020Mg, Caixa Com 21 Drageas",58.67,58.67,0,,
1485,"Cloridrato De Ambroxol Cimed 3Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",20.14,20.14,0,,
1486,"Cloridrato de Ciclobenzaprina Eurofarma 10mg, caixa com 30 comprimidos revestidos",40.13,40.13,0,,
1487,"Piemonte 4Mg, Caixa Com 30 Comprimidos Mastigaveis",71.81,71.81,0,,
1488,Carbocisteina 100mg Xarope Adulto 100mL Genérico,28.93,28.93,0,,
1489,"Desloratadina Biosintética - Aché 5mg, caixa com 10 comprimidos revestidos",55.29,55.29,0,,
1490,"Besilato De Anlodipino Teuto 10Mg, Caixa Com 30 Comprimidos",26.88,26.88,0,,
1491,"Rosucor 10mg, caixa com 30 comprimidos revestidos",42.63,42.63,0,,
1492,Fostair DPI 100 6mcg com 120 Doses,196.42,196.42,0,,
1493,"Tioconazol + Tinidazol Prati-Donaduzzi 20Mg G + 30Mg G, Caixa Com 1 Bisnaga Com 35G De Creme De Uso Ginecologico + 7 Aplicadores",59.14,59.14,0,,
1494,Atorvastatina 20 Mg 30Cpr Nq,73.17,73.17,0,,
1495,Hemifumarato De Bisoprolol 5Mg 30Cpr Ems,103.45,103.45,0,,
1496,Desogestrel + Etinilestradiol 150+20Mcg Ache 21 Comprimidos,27.52,27.52,0,,
1497,Alprazolam 2mg Genérico Mepha 30 Comprimidos,75.79,75.79,0,,
1498,"Natrilix SR 1,5mg 60 Comprimidos Revestidos",80.26,80.26,0,,
1499,Besilato De Anlodipino 5Mg Com 30 Comprimidos Neo Quimica,40.52,40.52,0,,
1500,"Enterogermina 2BCFU/5mL, caixa com 10 flaconetes com 5mL de suspensão de uso oral",91.23,91.23,0,,
1501,Cloridrato de Bromexina 8mg 5ml Medley Frasco 120ml + Copo Medidor,30.83,30.83,0,,
1502,Betadine xr 48mg 30cpr,84.79,84.79,0,,
1503,"Valsartana 80Mg Althaia, Caixa Com 30 Comprimidos Revestidos",46.22,46.22,0,,
1504,"Telmisartana 40Mg Althaia, Caixa Com 30 Comprimidos",76.45,76.45,0,,
1505,Uro-vaxom 6mg 30cpr,157.82,157.82,0,,
1506,Succinato de Metoprolol 100mg 30 Comprimidos - Biolab,76.87,76.87,0,,
1507,Nitrato de Miconazol 20mg g Prati Donaduzzi Creme 28g,19.07,19.07,0,,
1508,Cloridrato de Propranolol 40mg,9.47,9.47,0,,
1509,"Cloridrato De Tansulosina Ems 0,4Mg, Caixa Com 60 Comprimidos Revestidos De Liberacao Prolongada",229.76,229.76,0,,
1510,Propranolol 10mg 30cpr med,5.96,5.96,0,,
1511,Suplemento Alimentar Gummmy Kids Com 180Gr,155.45,155.45,0,,
1512,GROW VIT BB 20ML,42.8,42.8,0,,
1513,Suavie sab liquido 140ml,43.99,43.99,0,,
1514,Calde max 30cpr,211.23,211.23,0,,
1515,Deltalab Loção 100mL,19.97,19.97,0,,
1516,Verutex 20mg creme dermatológico bisnaga com 15g,80.53,80.53,0,,
1517,Inspra Eplerenona 50mg 30 comprimidos,94.31,94.31,0,,
1518,Mirtax 10mg 15 Comprimidos Revestidos,17.49,17.49,0,,
1519,"Olmesartana Medoxomila 40mg + Hidroclorotiazida 12,5mg 30 comprimidos Eurofarma Genérico",62.3,62.3,0,,
1520,"Vitamina C Cebion Comprimido 1G, Caixa Com 10 Comprimidos Efervescentes, Sabor Laranja",17.87,17.87,0,,
1521,Calminex Ice Aero 60Gr,49.99,49.99,0,,
1522,Seth 150mg 60 Comprimidos Revestidos de Liberação Prolongada,70.08,70.08,0,,
1523,"Decongex Plus 12Mg + 15Mg, Blister Com 4 Comprimidos Revestidos De Liberacao Prolongada",10.08,10.08,0,,
1524,Miosan Odt 5mg 10 Comprimidos Orodispersíveis,20.04,20.04,0,,
1525,Sany D 7.000ui 12 Cápsulas Moles,33.17,33.17,0,,
1526,Alta D Caps 7000Ui 30 Capsulas,101.2,101.2,0,,
1527,Nitrendipino 10mg 30 Comprimidos,36.01,36.01,0,,
1528,Cálcio e Vitamina D3 Kester 60 comprimidos,48.78,48.78,0,,
1529,Aldomet 250mg com 30 comprimidos revestidos,43.08,43.08,0,,
1530,"Adorlan 25mg + 25mg, caixa com 20 comprimidos",113.21,113.21,0,,
1531,Cialis 20mg caixa com 2 comprimidos revestidos,153.12,153.12,0,,
1532,Acetato de Dexametasona Creme 1mg Genérico União Química 10g,10.56,10.56,0,,
1533,Floral de Bach Baixa Imunidade 30mL,48.77,48.77,0,,
1534,Meloxican 15mg Eurofarma 10 Comprimidos,29.8,29.8,0,,
1535,Itraconazol 100mg 4 cápsulas Legrand,50.65,50.65,0,,
1536,"Cilostazol Biosintetica 50Mg, Caixa Com 30 Comprimidos",21.46,21.46,0,,
1537,Glibenclamida 5mg Genérico Neo Química 30 comprimidos,14.17,14.17,0,,
1538,Adipept 40mg 28 Comprimidos Revestidos,53.0,53.0,0,,
1539,"Ciflogex Pastilha 3mg, caixa com 12 pastilhas, sabor menta-limão diet",22.82,22.82,0,,
1540,Tamareti Sabor Ameixa 150g - Kley Hertz,100.3,100.3,0,,
1541,Ansitec 5mg 60 Comprimidos,106.75,106.75,0,,
1542,Biozinc Gotas 10Mg Suplemento Alimentar infantil 15ML,33.26,33.26,0,,
1543,Suplemento Alimentar Centrum Energia Corpo E Mente Com 60 Capsulas,72.3,72.3,0,,
1544,"Olmesartana Medoxomila + Hidroclorotiazida Neo Quimica 40Mg + 25Mg, Caixa Com 30 Comprimidos Revestidos",62.11,62.11,0,,
1545,"Cloridrato De Naratriptana Nova Quimica 2,5Mg, Caixa Com 4 Comprimidos Revestidos",15.9,15.9,0,,
1546,Adapaleno gel 30gr med,54.95,54.95,0,,
1547,"Amora 2Mg+0,03Mg Com 63 Comprimidos",123.29,123.29,0,,
1548,"Ibuprofeno 600Mg Teuto, Caixa Com 10 Capsulas",26.86,26.86,0,,
1549,"Camilia 3,333Mg + 3,333Mg + 3,333Mg, 10 Flaconetes Com 1Ml De Solucao De Uso Oral",89.65,89.65,0,,
1550,"Beserol 300Mg + 125Mg + 50Mg + 30Mg, Caixa Com 30 Comprimidos",46.44,46.44,0,,
1551,Plenance EZE 10mg+10mg 30 Comprimidos,87.86,87.86,0,,
1552,Zyloric 300Mg 30Cpr,64.42,64.42,0,,
1553,Bravan Duo 160Mg + 5Mg Com 30 Comprimidos Revestidos,64.78,64.78,0,,
1554,Tantin 3 x 28 Comprimidos,83.42,83.42,0,,
1555,"Carvedilol 3,125 Mg 30 Comprimidos Germed",44.33,44.33,0,,
1556,"Retemic 5Mg, Caixa Com 60 Comprimidos",71.6,71.6,0,,
1557,Suplemento Alimentar Quelatus Gest 60 Cápsulas Gelatinosas Moles,152.0,152.0,0,,
1558,"Maracugina PI 90mg/mL, frasco com 100mL de solução de uso oral",47.88,47.88,0,,
1559,"Artrosil 160Mg, Caixa Com 10 Capsulas Gelatinosas Duras De Liberacao Prolongada",35.69,35.69,0,,
1560,Musculare 10mg c  30 Comprimidos Revestidos,43.73,43.73,0,,
1561,"Capilarema 75mg, caixa com 60 comprimidos",111.23,111.23,0,,
1562,"Hexomedine 1mg/mL + 0,5mg/mL, caixa com 1 frasco spray com 50mL de colutório de uso bucal",68.99,68.99,0,,
1563,"Maleato De Trimebutina Althaia 200Mg, Caixa Com 30 Capsulas Gelatinosas Moles",79.2,79.2,0,,
1564,"Naprix A 5Mg + 5Mg, Caixa Com 30 Capsulas Gelatinosas Duras",73.96,73.96,0,,
1565,"Sabonete Galderma Soapex Essencial líquido, 1 unidade com 120mL",47.52,47.52,0,,
1566,Trezor 5mg 30 Comprimidos,33.54,33.54,0,,
1567,Florate 1mg ml Suspensão Oftálmica Estéril 5ml,39.07,39.07,0,,
1568,Hixizine 120Ml,60.19,60.19,0,,
1569,Primera 20 Mg 63 Comprimidos,87.65,87.65,0,,
1570,Ocupress 20mg 5mL Solução oftálmica,94.67,94.67,0,,
1571,Clexane Safety Lock 40mg Sanofi 6 Seringas,494.38,494.38,0,,
1572,Miosan 10mg 30 Comprimidos Revestidos,67.35,67.35,0,,
1573,Calmasyn Solucao Oral 100Ml,50.79,50.79,0,,
1574,"Galvus Met 50mg + 1000mg, caixa com 56 comprimidos revestidos﻿",243.94,243.94,0,,
1575,"Histamin Creme 10mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",21.1,21.1,0,,
1576,"Cloridrato De Ambroxol Cimed 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",28.24,28.24,0,,
1577,Anti-Hipertensivo Brasart Mono 160mg 30 Comprimidos,48.0,48.0,0,,
1578,Esomeprazol Magnésico 20mg 28 Comprimidos Revestidos - EMS,138.34,138.34,0,,
1579,Lavitan Senior 50+ Com 60 Comprimidos,51.63,51.63,0,,
1580,"Elani Ciclo 3 + 0,03Mg, Caixa Com 21 Comprimidos Revestidos",66.97,66.97,0,,
1581,"Clopin 75mg, caixa contendo 30 comprimidos revestidos",66.5,66.5,0,,
1582,Anti-Inflamatório Nivux 100 Mg + 20 Mg 12 Comprimidos,68.2,68.2,0,,
1583,"Montelucaste De Sodio Comprimido Biosintetica 5Mg, Caixa Com 30 Comprimidos Mastigaveis",107.65,107.65,0,,
1584,"Levolukast 10mg + 5mg, caixa com 14 comprimidos revestidos",139.06,139.06,0,,
1585,Dorene Tabs 75Mg 30Cpr,73.74,73.74,0,,
1586,Base Fortalecedora Top Beauty Super D-tone SOS Unhas 7mL,8.07,8.07,0,,
1587,Amoxicilina 250mg susp 150ml neo,34.01,34.01,0,,
1588,Colageno Artrogen Plus D 30 Saches,249.32,249.32,0,,
1589,"Flanax 550Mg, Caixa Com 15 Comprimidos Revestidos",30.99,30.99,0,,
1590,"Mercilon 0,15mg + 0,02mg, caixa com 21 comprimidos",60.39,60.39,0,,
1591,"Acetato De Ciproterona + Etinilestradiol Melcon 2,0 + 0,035Mg, Caixa Com 63 Comprimidos Revestidos",50.87,50.87,0,,
1592,"Algie 150Mg, Caixa Com 10 Comprimidos Revestidos De Liberacao Prolongada",50.69,50.69,0,,
1593,"Vicog 5Mg, Caixa Com 90 Comprimidos",90.13,90.13,0,,
1594,Noex Budesonida 100mcg Spray Nasal Aerossol 100 doses,74.54,74.54,0,,
1595,"Atorvastatina Calcica Nova Quimica 10Mg, Caixa Com 30 Comprimidos Revestidos",73.17,73.17,0,,
1596,Acetilcisteína 40mg ml Xarope Sabor Framboesa 120mL,44.11,44.11,0,,
1597,"Maresis 9Mg Ml, Frasco Spray Com 100Ml De Solucao De Uso Nasal, Baby",52.31,52.31,0,,
1598,Pantogar Suplemento com 90 cápsulas,325.43,325.43,0,,
1599,Suplemento Vitamínico e Mineral Ossone 30 Comprimidos Revestidos,104.89,104.89,0,,
1600,Piroxicam 20mg Genérico Neo Química 15 Cápsulas,27.76,27.76,0,,
1601,Hirudoid 300mg Gel com 40g,35.83,35.83,0,,
1602,Ablok 50mg 30 comprimidos,35.9,35.9,0,,
1603,Biomag 15mg - 60 cápsulas,103.83,103.83,0,,
1604,Provance Mini Com 5 Saches,30.24,30.24,0,,
1605,"Cetoconazol + Dipropionato de Betametasona + Sulfato de Neomicina Eurofarma 20mg/g + 0,5mg/g + 2,5mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",27.77,27.77,0,,
1606,"Cilostazol Eurofarma 100Mg, Caixa Com 30 Comprimidos",75.8,75.8,0,,
1607,"Primolut-Nor 10Mg, Caixa Com 30 Comprimidos",26.83,26.83,0,,
1608,Ecasil Ácido Acetilsalicílico 81mg 90 comprimidos,48.9,48.9,0,,
1609,Acertanlo 7mg + 5mg 30 Comprimidos,84.92,84.92,0,,
1610,@ Amoxicilina+Clav 875Mg 14Cpr Ems,165.48,165.48,0,,
1611,Leucogen 80mg Aché 30 Cápsulas,161.81,161.81,0,,
1612,"Neocopan Composto 6,667Mg Ml + 333,4Mg Ml, Caixa Com 1 Frasco Gotejador Com 10Ml De Solucao De Uso Oral",14.66,14.66,0,,
1613,"Stugeron 25mg, Caixa com 30 comprimidos",25.97,25.97,0,,
1614,"Synthroid 137Mcg, Caixa Contendo 30 Comprimidos",56.84,56.84,0,,
1615,Brondilat Acebrofilina 50mg 5mL Xarope Adulto 120mL,55.46,55.46,0,,
1616,"Press Plus 2,5Mg + 10Mg, Caixa Com 30 Capsulas Gelatinosas Duras",71.81,71.81,0,,
1617,Profergan 20mg g Creme Dermatológico com 30g,21.58,21.58,0,,
1618,"Floratil 200mg/g, caixa com 6 envelopes com 1g de pó de uso oral",47.75,47.75,0,,
1619,"Cloridrato de Ciclobenzaprina Eurofarma 5mg, caixa com 30 comprimidos revestidos",35.9,35.9,0,,
1620,"Dprev 2.000UI, caixa com 60 comprimidos revestidos",67.14,67.14,0,,
1621,"Musculare 5Mg, Caixa Com 15 Comprimidos",19.63,19.63,0,,
1622,"Neo Fedipina 10Mg, Caixa Com 30 Comprimidos",21.5,21.5,0,,
1623,Pressat 5mg 30 comprimidos,75.08,75.08,0,,
1624,"Psorex Propionato de Clobetasol 0,5mg g Creme 30g",47.52,47.52,0,,
1625,"Euthyrox 112mcg, caixa com 50 comprimidos",53.04,53.04,0,,
1626,"Esio Comprimido 40Mg, Caixa Com 28 Comprimidos Revestidos",185.86,185.86,0,,
1627,Fluimucil D 600 16Env,77.22,77.22,0,,
1628,@ Levofloxacino 500Mg 7Cp Eur,109.96,109.96,0,,
1629,Hemitartarato De Zolpidem 10Mg Com 30 Comprimidos Ems,69.14,69.14,0,,
1630,Estriol Creme Vaginal 50g + Aplicador - Biolab,40.13,40.13,0,,
1631,"Levonorgestrel 1,5Mg Cimed, Caixa Com 1 Comprimido",16.1,16.1,0,,
1632,Dipirona Sódica 500mg + Cafeína 65mg Neo Química 16 Comprimidos,23.4,23.4,0,,
1633,Besilato de Anlodipino 5 Mg 30 Comprimidos Geolab,17.56,17.56,0,,
1634,Diprosalic 064 + 20mg solução frasco com 30ml,53.31,53.31,0,,
1635,"Emistin 1mg + 0,5mg 20g Creme",44.34,44.34,0,,
1636,"Tropinal 300mg/mL + 6,5mcg/mL + 104mcg/mL + 1mg/mL, caixa com 1 frasco com 15mL de solução de uso oral",27.46,27.46,0,,
1637,"Vonau Flash 8mg, caixa com 10 comprimidos de desintegração oral",89.76,89.76,0,,
1638,Beneum Tiamina 300mg 30 comprimidos,33.11,33.11,0,,
1639,Brondilat Xarope Pediátrico 5mg mL 120mL,43.57,43.57,0,,
1640,"Busonid 64mcg/dose, caixa com 1 frasco com 6mL de suspensão de uso nasal (120 doses)﻿",35.58,35.58,0,,
1641,"Montelair 5Mg, Caixa Contendo 30 Comprimidos Mastigaveis",73.01,73.01,0,,
1642,"Hidralyte 2,05mg/mL + 0,98mg/mL + 22,75mg/mL + 2,16mg/mL, frasco com 500mL de solução de uso oral, sabor uva",25.43,25.43,0,,
1643,"Cloridrato De Fexofenadina Cimed 60Mg, Caixa Com 10 Comprimidos Revestidos",24.48,24.48,0,,
1644,"Ibupril 400Mg, Caixa Com 10 Capsulas Gelatinosas Moles",24.65,24.65,0,,
1645,"Indapen Sr 1,5Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",34.95,34.95,0,,
1646,"Labirin 16Mg, Caixa Com 30 Comprimidos",42.37,42.37,0,,
1647,"Diclofenaco Sódico Comprimido EMS 100mg, caixa com 10 comprimidos revestidos de liberação prolongada",30.28,30.28,0,,
1648,"Femina 150Mcg + 20Mcg, Caixa Contendo 21 Comprimidos Revestidos",43.23,43.23,0,,
1649,"Flanax 550mg, caixa com 2 comprimidos revestidos﻿",6.99,6.99,0,,
1650,"Ácido Mefenâmico Medley 500mg, caixa com 24 comprimidos﻿",22.05,22.05,0,,
1651,"Duomo 2Mg, Caixa Com 30 Comprimidos",40.49,40.49,0,,
1652,Lativax Lactulose Kester Salada de Frutas 120ml,39.89,39.89,0,,
1653,"Indapamida Eurofarma 1,5mg, caixa com 30 comprimidos revestidos de liberação prolongada",33.43,33.43,0,,
1654,Belfaren Diclofenaco Sódico 50mg 20 Comprimidos,25.57,25.57,0,,
1655,"Jardiance 25mg, caixa com 30 comprimidos revestidos﻿",305.81,305.81,0,,
1656,"Florent Capsula 200Mg, Caixa Com 6 Capsulas Gelatinosas Duras",49.95,49.95,0,,
1657,"Neocoflan 11,6Mg G, Caixa Com 1 Tubo Aerossol Com 85Ml De Solucao De Uso Dermatologico",46.79,46.79,0,,
1658,Notuss 3mg/mL + 50mg/mL + 3mg/mL + 3mg/mL .caixa contendo 120mL de xarope adulto + copo medidor de 10mL,27.63,27.63,0,,
1659,"Sepurin 120mg + 20mg, caixa com 20 drágeas",45.9,45.9,0,,
1660,"Cloridrato de Ciclobenzaprina Biosintética - Aché 5mg, caixa com 15 comprimidos revestidos",16.46,16.46,0,,
1661,Atorvastatina 10 Mg 30 Comprimidos Ems,74.15,74.15,0,,
1662,"Cilostazol Eurofarma 100mg, caixa com 60 comprimidos",92.93,92.93,0,,
1663,Novalgina 1 Gramas  Efervecente  Limao 2 X50,6.74,6.74,0,,
1664,Carbolitium Cr 450Mg Com 30 Compridos Revestidos,71.23,71.23,0,,
1665,Alprazolam 1 30Cpr Ger,28.38,28.38,0,,
1666,"Alprazolam 0,5Mg 30Cpr Med",12.64,12.64,0,,
1667,Donaren Retard 150mg 30 Comprimidos De Liberação Prolongada,183.56,183.56,0,,
1668,Dordent 1Flaconete  3Ml,7.46,7.46,0,,
1669,Creme Dermatológico Cortigen Genom 20g,22.05,22.05,0,,
1670,"Dolamin 125mg, caixa com 16 comprimidos revestidos",32.08,32.08,0,,
1671,Neolefrin Xarope Sabor Cereja 60ml,23.49,23.49,0,,
1672,"Lisador Dip 1g, caixa com 10 comprimidos",23.89,23.89,0,,
1673,Gliclazida 60 Mg 30 Comprimidos Ems,58.97,58.97,0,,
1674,Cloridrato de Sertralina 30 Comprimidos Revestidos 50mg Prati Donaduzzi,44.35,44.35,0,,
1675,"Cloridrato de Diltiazem EMS 60mg, caixa com 50 comprimidos",43.3,43.3,0,,
1676,Stodal Xarope 150Ml,69.99,69.99,0,,
1677,Duphaston 10Mg 28Cpr,78.83,78.83,0,,
1678,Azitromicina 500mg 5cpr medley,48.74,48.74,0,,
1679,Sulfato De Hidroxicloroquina Medley 400mg Com 30 Comprimidos,85.54,85.54,0,,
1680,Vitamina E 400mg Kester 30 cápsulas,31.0,31.0,0,,
1681,Cronobe Complex 3amp 2ml,24.83,24.83,0,,
1682,Besilato de Anlodipino 10mg Sandoz 30 comprimidos,64.55,64.55,0,,
1683,Finasterida 5mg Cimed 30 Comprimidos,110.88,110.88,0,,
1684,Paracetamol 500mg + Cloridrato de Pseudoefedrina 30mg Germed 24 Comprimidos Revestidos,13.62,13.62,0,,
1685,"Cloridrato de Fexofenadina 120Mg Neo Quimica, Caixa Com 10 Comprimidos Revestidos",40.11,40.11,0,,
1686,Phitoss Kids 7Mg Ml Xarope Com 100Ml,31.88,31.88,0,,
1687,"Dipirona Monoidratada Comprimido Prati-Donaduzzi 500mg, caixa com 20 comprimidos",19.08,19.08,0,,
1688,Doricin 36 Comprimidos,24.65,24.65,0,,
1689,Cefalexina 500mg 10 Cápsula,27.91,27.91,0,,
1690,Hidroxizina Sol Oral 120Ml Eurofarma,35.93,35.93,0,,
1691,Olmesartana 40mg 30 Comprimidos Althaia,44.35,44.35,0,,
1692,"Acetato De Ciproterona + Etinilestradiol Melcon 2,0 + 0,035Mg, Caixa Com 21 Comprimidos Revestidos",23.89,23.89,0,,
1693,"Cloridrato de Ciclobenzaprina Eurofarma 10mg, caixa com 15 comprimidos revestidos",20.21,20.21,0,,
1694,"Sal de Frutas Eno 2 envelopes com 5g de pó efervescente de uso oral, limão",4.6,4.6,0,,
1695,"Ancoron 100Mg, Caixa Com 30 Comprimidos Revestidos",25.8,25.8,0,,
1696,"Nevralgex 300mg + 50mg + 35mg, blíster com 10 comprimidos",7.37,7.37,0,,
1697,@ Amoxicilina 875Mg 14Cpr Eur,71.81,71.81,0,,
1698,Fluoxetina 20 30Cap Teu,47.0,47.0,0,,
1699,Aradois 25mg Biolab 30 comprimidos,52.8,52.8,0,,
1700,Analgésico Tylenol Criança Líquido 60mL,56.33,56.33,0,,
1701,Vaslip Sinvastatina 10mg 30 comprimidos,22.6,22.6,0,,
1702,"Xylocaina Pomada 50Mg G, Caixa Com 1 Bisnaga Com 25G De Pomada De Uso Dermatologico",27.46,27.46,0,,
1703,Domperidona 1mg ml Eurofarma Suspensão Oral 100mL,49.63,49.63,0,,
1704,"Alendronato De Sodio Ems 70Mg, Caixa Com 4 Comprimidos",86.33,86.33,0,,
1705,Spray para Garganta Sanilin Sabor Menta 50mL,25.83,25.83,0,,
1706,"Leite De Magnesia De Phillips, Hortela, 120Ml",19.78,19.78,0,,
1707,"Leite De Magnesia De Phillips, Hortela, 350Ml",31.98,31.98,0,,
1708,"Antux 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + 1 Copo Medidor",42.33,42.33,0,,
1709,Lonium 40 Mg 30 Comprimidos,78.78,78.78,0,,
1710,"Vatis 150Mg, Caixa Com 60 Comprimidos Revestidos",84.5,84.5,0,,
1711,"Olmesartana Medoxomila + Hidroclorotiazida Neo Química 20mg + 12,5mg, caixa com 30 comprimidos revestidos",54.5,54.5,0,,
1712,"Minian 0,150Mg + 0,02Mg, Caixa Com 21 Comprimidos Revestidos",42.93,42.93,0,,
1713,"Musculare 10mg, Caixa Com 15 Comprimidos",21.86,21.86,0,,
1714,"Neo Fedipina 20Mg, Caixa Com 30 Comprimidos",33.25,33.25,0,,
1715,Puran T4 175Mcg 30 Comprimidos,32.28,32.28,0,,
1716,"Salsep 9mg/mL, caixa com 1 frasco spray com 50mL de solução de uso nasal",25.22,25.22,0,,
1717,Emulvit AD gotas 20 ml,31.32,31.32,0,,
1718,NEBILET 5mg 60 Comprimidos,220.33,220.33,0,,
1719,Bicerto 150 Mg 10 Comprimidos,50.69,50.69,0,,
1720,Psorex Pomada 30 Gramas,49.63,49.63,0,,
1721,Halobex Creme 30g,21.37,21.37,0,,
1722,"Miosan Caf 10Mg + 60Mg, Caixa Com 15 Comprimidos Revestidos",33.79,33.79,0,,
1723,Flutivate 05mg creme dermatológico frasco com 15g,58.08,58.08,0,,
1724,@ Mupirocina Pomada 15Gr Prati,45.41,45.41,0,,
1725,Pondera 10mg 20 Comprimidos,67.91,67.91,0,,
1726,Diprogenta 064 + 1mg creme bisnaga com 30g + e20,48.66,48.66,0,,
1727,@ Rifamicina Spray 20Ml Med,21.07,21.07,0,,
1728,Daivobet Pomada 30g,151.01,151.01,0,,
1729,Stanglit 30Mg 60Cpr,185.77,185.77,0,,
1730,Ultrafer Ferro Polimaltosado 100mg 30 comprimidos,71.02,71.02,0,,
1731,Pentoxifilina 400mg EMS com 30 comprimidos,75.2,75.2,0,,
1732,Mesilato De Doxazosina 4Mg Com 30 Comprimidos Prati,52.8,52.8,0,,
1733,Dalmadorm 30mg cx 30 comp rev,31.31,31.31,0,,
1734,Colageno Hidrolisado 30Saches Biol,91.2,91.2,0,,
1735,"Tobramicina 0,3  col 5ml neo",22.66,22.66,0,,
1736,Addera D3 14.000Ui Com 4 Capsulas,69.72,69.72,0,,
1737,Beclosol nasal aquoso 200doses,84.48,84.48,0,,
1738,Solução Antisséptica Bucal Malvatricin PPU com 250mL,36.89,36.89,0,,
1739,Cataflam Aerosol Sport Ice 120g,67.46,67.46,0,,
1740,Alendronato de Sódio 70mg 4cpr Neo Química,61.56,61.56,0,,
1741,"Furoato de Mometasona Medley 1mg/g, caixa com 1 bisnaga com 20g de creme de uso dermatológico",40.36,40.36,0,,
1742,Suplemento Alimentar Doss 1.000UI Solução Gotas 10ml,64.76,64.76,0,,
1743,"Cloridrato De Venlafaxina 75Mg Neo Quimica, Caixa Com 30 Capsulas De Liberacao Prolongada",106.66,106.66,0,,
1744,Torval Cr 300Mg Com 60 Comprimidos,87.0,87.0,0,,
1745,Inilok 40Mg Com 90 Comprimidos Revestidos De Liberacao Prolongada,145.72,145.72,0,,
