Nome,Preço sem desconto,Preço com desconto,Desconto (porcentagem),Código EAN,Marca,Categoria
"Narix 0,5mg/ml Cimed 30ml",9.47,5.21,45,7896523202600,Cimed,Mais Medicamentos
Neolefrin Neo Química 20 comprimidos,17.99,13.67,24,7896714265933,Neo Quimica,Mais Medicamentos
Neolefrin Xarope Sabor Cereja Neo Química 60ml,23.49,20.2,14,7896714214573,Neo Quimica,Mais Medicamentos
Vick Pyrena Grip-7 5 Cápsulas,7.53,6.1,19,7500435188524,Vick,Mais Medicamentos
Xefo 8mg 20 comprimidos revestidos,33.04,27.75,16,7896112480709,Biolab Sanus,Dor E Febre
"INIBINA - 10mg, 20 comprimidos",113.51,97.62,14,7896637022316,Apsen,Anticoncepcionais
Labirin 8mg 30 comprimidos,37.01,30.72,17,7896637022897,Apsen,Mais Medicamentos
Miosan CAF 10mg + 60mg 15 comprimidos revestidos,33.53,27.49,18,7896637025102,Apsen,Dor E Febre
Pantogar Biolab 30 cápsulas,108.46,90.02,17,7896112425328,Biolab Sanus,Similar
Allestra 20 75mcg + 20mcg 21 drágeas,38.03,30.04,21,7896658036989,Ache,Anticoncepcionais
"Clexane 40mg/0,4ml 2 seringas preenchidas com 0,4ml com sistema de segurança",164.76,112.04,32,7891058003210,Sanofi,Mais Medicamentos
Voltaren 50mg 20 comprimidos revestidos,51.68,44.44,14,7896261021051,Sandoz,Dor E Febre
"Elani Ciclo 3mg + 0,03mg 21 comprimidos revestidos",66.97,56.25,16,7896094202900,Libbs,Anticoncepcionais
Neocopan Composto Gotas 10ml,14.66,14.66,0,7896006217480,União,Dor E Febre
Xantinol Complex 12 flaconetes com 10ml cada,34.79,34.79,0,7896641804434,União Química,Digestivo
"Microvlar 0,15mg + 0,03mg 21 drágeas",10.92,8.85,19,7891106913997,Genom,Anticoncepcionais
Beclosol 50mcg/mg Spray Nasal Aquoso com 200 doses 24ml,84.63,67.7,20,7896269900211,Gsk,Alergias E Infecções
Dorflex Dip 1g 10 comprimidos,16.8,16.8,0,7891058005474,Sanofi,Dor E Febre
Probiótico 20 Bí 10 Cápsulas com 335mg,88.1,88.1,0,7891317129941,Momenta,Digestivo
"Ablok Plus 50mg + 12,5mg 30 comprimidos",45.15,35.22,22,7896241225127,Biolab Sanus,Hipertensão
Analgésico Advil 400mg 3 cápsulas líquidas,9.9,8.02,19,7891268044409,Advil,Dor E Febre
Xarope Vick 44E 120ml,34.29,27.43,20,7590002023228,Vick,Mais Medicamentos
Apracur Duo 20 comprimidos,20.13,17.92,11,7896094919631,Hypera,Mais Medicamentos
Brondilat 25mg/5ml Xarope Sabor Framboesa 120ml,42.72,35.88,16,7896658002120,Ache,Mais Medicamentos
"Xarope Vibral 1,5mg/ml Sabor Framboesa 120ml",25.01,22.26,11,7896253900913,Abbott,Mais Medicamentos
Sumaxpro 50mg + 500mg 2 comprimidos revestidos,41.18,36.24,12,7896094208278,Libbs,Dor E Febre
Zovirax 50mg/g Creme Dermatológico 10g,67.2,57.12,15,7896269901379,Gsk,Gripe E Resfriado
Pyridium 200mg 18 Drágeas,24.21,21.79,10,7892953001387,Zodiac,Mais Medicamentos
Dexilant 60mg Takeda 60 cápsulas de liberação retardada,241.24,205.05,15,7896641809033,Takeda,Digestivo
Dramin CapsGel 50mg 10 Cápsulas Mole,18.08,18.08,0,7896094999411,Dramin,Digestivo
Lacto - Purga 6 comprimidos revestidos,5.27,5.27,0,7896094912472,Hypera,Digestivo
Massageol Pomada 30g,26.73,16.84,37,7896714230504,Neo Quimica,Dor E Febre
Pyridium 100mg 25 Drágeas,19.31,15.83,18,7892953001370,Zodiac,Mais Medicamentos
Lisador 8 comprimidos,21.4,21.4,0,7897322710440,Hypera,Dor E Febre
Vertigium 10mg 50 comprimidos,15.0,15,0,7896714239712,Neo Quimica,Dor E Febre
Xantinon Complex 100ml,17.0,15.3,10,7896641804441,União Química,Digestivo
Restaurador da Flora Intestinal Repoflor Pediátrico 200mg 4 envelopes com 1g cada,41.05,28.32,31,7896004715230,Legrand,Digestivo
Topcoid 500 Gel 5mg/ml 40g,32.63,32.63,0,7896006280507,União Química,Dor E Febre
Maleato de Dexclorfeniramina 2mg/5ml EMS 120ml,19.56,14.67,25,7896004704999,Ems,Alergias E Infecções
Neosaldina Dip 1g 4 comprimidos,7.99,7.27,9,7896094999572,Neosaldina,Dor E Febre
Bexai 35mg 10 cápsulas duras,72.26,60.7,16,7894916517461,Ems,Dor E Febre
Diamicron MR 60mg 60 comprimidos de liberação prolongada,195.1,195.1,0,7898029552210,Servier,Diabetes
"Press Plus 2,5mg + 10mg 30 cápsulas",71.8,71.8,0,7896112470526,Biolab Sanus,Hipertensão
Press Plus 5mg + 20mg 30 cápsulas,118.5,118.5,0,7896112471165,Biolab Sanus,Hipertensão
Prolopa 100/25mg 30 comprimidos dispersíveis,90.99,71.88,21,7896226503721,Roche,Mais Medicamentos
Azulfin 500mg 60 comprimidos revestidos,128.89,113.42,12,7896637022729,Apsen,Dor E Febre
Bravan 80mg 30 comprimidos revestidos,48.18,48.18,0,7896658016653,Ache,Hipertensão
Broncho - Vaxom 7mg 30 cápsulas,296.52,260.94,12,7896641804106,Takeda,Mais Medicamentos
Pivast 2mg 30 comprimidos revestidos,99.39,82.49,17,7891317015374,Momenta,Colesterol e Triglicerídeos
Plenance 10mg 30 comprimidos revestidos,91.79,74.35,19,7896094206113,Libbs,Colesterol e Triglicerídeos
Plenance 20mg 30 comprimidos revestidos,152.98,114.74,25,7896094206137,Libbs,Colesterol e Triglicerídeos
Creon 25.000 30 cápsulas com minimicroesferas acidorresitentes,168.96,168.96,0,7896255766791,Abbott,Digestivo
"Solução Oftálmica Azorga 10mg/ml + 6,8mg/ml 6ml",126.5,126.5,0,7896548199855,Alcon,Mais Medicamentos
Predsim 5mg 10 comprimidos,12.75,11.22,12,7891142177032,Hypera,Dor E Febre
Prelone 5mg 20 comprimidos,19.8,16.63,16,7896658005763,Ache,Dor E Febre
Primera 30 150mcg + 30mcg 63 comprimidos,87.22,70.65,19,7891317177683,Eurofarma,Anticoncepcionais
Procoralan 5mg 56 comprimidos revestidos,183.62,152.4,17,7898029557123,Servier,Mais Medicamentos
"Procoralan 7,5mg 56 comprimidos revestidos",206.13,164.9,20,7898029557154,Servier,Mais Medicamentos
Profenid 50mg 24 cápsulas duras,63.68,55.4,13,7896070601703,Sanofi,Dor E Febre
Pradaxa 110mg 30 cápsulas,195.17,150.28,23,7896026303057,Boehringer,Mais Medicamentos
"Solução Oftálmica Pred Mild 0,12% 10ml",56.4,48.5,14,7897316802861,Allergan,Mais Medicamentos
Calcort 6mg 20 comprimidos,94.16,77.21,18,7891058013318,Sanofi,Dor E Febre
"ARCALION - 200mg, 60 drágeas",165.05,146.89,11,7898029550131,Servier,Mais Medicamentos
"Clob - X 0,5mg/g Pomada Dermatológica 30g",49.95,42.46,15,7897930760516,Galderma,Alergias E Infecções
Formocaps 12mcg Refil 30 cápsulas com pó para inalação,65.87,53.35,19,7896181907558,Ache,Mais Medicamentos
Xarope Sedavan 3mg/ml Infantil Sabor Framboesa 100ml,28.68,28.68,0,7898414851577,Divcom Pharma,Mais Medicamentos
Xarope Sedavan 6mg/ml Sabor Framboesa 100ml,25.49,17.84,30,7898414851553,Divcom Pharma,Mais Medicamentos
Cizax 5mg 10 comprimidos,19.92,17.13,14,7891142128744,Hypera,Dor E Febre
"Fentizol 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada",44.65,38.85,13,7896658005091,Ache,Anticoncepcionais
"CONCÁRDIO - 1,25mg, 30 comprimidos revestidos",74.32,58.71,21,7894916508490,Sigma Pharma,Mais Medicamentos
"Concárdio 2,5mg 30 comprimidos revestidos",83.93,62.95,25,7894916508506,Sigma Pharma,Mais Medicamentos
Concárdio 10mg 30 comprimidos revestidos,118.56,93.66,21,7894916508520,Sigma Pharma,Mais Medicamentos
Concárdio 5mg 30 comprimidos revestidos,97.71,77.19,21,7894916508513,Sigma Pharma,Mais Medicamentos
Aldomet 500mg 30 comprimidos revestidos,83.93,63.79,24,7895858005924,Aspen Pharma,Hipertensão
Betadine 24mg 60 comprimidos,76.91,63.84,17,7896658016592,Ache,Mais Medicamentos
Betalor 5mg + 50mg 30 cápsulas,80.32,80.32,0,7896181909101,Ache,Hipertensão
Betaserc 16mg 30 comprimidos,45.91,37.65,18,7896255766449,Abbott,Mais Medicamentos
Betnovate 1mg/g Pomada 30g,56.06,48.77,13,7896269900372,Gsk,Dor E Febre
Lanz 30mg 28 cápsulas duras de liberação retardada,130.89,99.48,24,7894916503082,Sigma Pharma,Digestivo
"SPORANOX - 100mg, 15 cápsulas gelatinosas",309.64,238.42,23,7896212410644,Janssen,Mais Medicamentos
"Vagicand 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada",43.09,37.49,13,7898943707703,Supera,Anticoncepcionais
Vasopril 20mg 30 comprimidos,106.73,81.11,24,7896112493587,Biolab Sanus,Hipertensão
"Solução Oftálmica Alphagan 0,2% 5ml",126.94,99.01,22,7897316801017,Allergan,Mais Medicamentos
"ALTIVA - 120mg, 10 comprimidos",54.36,46.21,15,7897076910554,Eurofarma,Alergias E Infecções
"Cardilol 3,125mg 30 comprimidos",45.57,34.18,25,7896094202757,Libbs,Hipertensão
Celestone 4mg/ml 1 ampola com 1ml de solução de uso intramuscular ou intravenoso,11.24,8.43,25,7891142128546,Hypera,Dor E Febre
Synthroid 175mcg 30 comprimidos,64.75,52.45,19,7896255700245,Abbott,Mais Medicamentos
Roxflan 10mg 30 comprimidos,57.21,44.05,23,7891721012976,Merck,Hipertensão
Rusovas 10mg 60 comprimidos revestidos,110.75,91.92,17,7894916509718,Sigma Pharma,Colesterol e Triglicerídeos
Imuran 50mg 50 comprimidos revestidos,270.34,208.16,23,7895858010362,Aspen Pharma,Gripe E Resfriado
Kalist 2mg 28 comprimidos,61.02,61.02,0,7896658027703,Ache,Mais Medicamentos
Noex 64mcg Spray Nasal 120 doses,75.79,62.15,18,7891317460495,Eurofarma,Alergias E Infecções
Zyrtec 10mg 12 comprimidos revestidos,83.68,67.78,19,7896269901898,Gsk,Alergias E Infecções
Androsten 94mg 30 comprimidos,137.16,122.07,11,7896083410248,Herbarium,Mais Medicamentos
Androgel 50mg 30 envelopes com 5g de gel de uso dermatológico,327.38,291.37,11,7898948648087,Besins,Mais Medicamentos
Aradois 100mg 30 comprimidos revestidos,141.82,106.37,25,7896112427704,Biolab Sanus,Hipertensão
Aradois H 100mg + 25mg 30 comprimidos revestidos,160.72,118.93,26,7896112427735,Biolab Sanus,Hipertensão
Arcalion 200mg 20 drágeas,56.97,49.56,13,7898029550124,Servier,Mais Medicamentos
"Clexane 60mg, 2 seringas preenchidas com 0,6mL de solução de uso subcutâneo ou intramuscular + sistema de segurança",252.67,196.12,22,7891058003241,Sanofi,Mais Medicamentos
"Clexane 20mg/0,2ml 2 seringas pré-enchidas de 0,2ml com sistema de segurança",84.81,58.52,31,7891058003180,Sanofi,Mais Medicamentos
Desalex 5mg 30 comprimidos revestidos,121.92,101.19,17,7897337713467,Msd,Alergias E Infecções
Xarope Desalex 100ml,89.92,75.53,16,7897337712934,Msd,Alergias E Infecções
"FLANCOX - 300mg, 14 comprimidos revestidos",29.72,25.86,13,7896637023146,Apsen,Dor E Febre
Flavenos 450mg + 50mg 30 comprimidos revestidos,85.55,69.3,19,7896112436102,Avert,Mais Medicamentos
"Flogoral 1,5mg/ml Sabor Laranja 250ml",39.49,35.54,10,7896658011870,Ache,Dor E Febre
"SECNIDAL - 1000mg, 2 comprimidos revestidos",48.88,41.55,15,7896070601468,Sanofi,Vermes e Parasitas
Euthyrox 200mcg 50 comprimidos,69.84,50.28,28,7891721014796,Merck,Mais Medicamentos
Clotrigel 20mg/g Creme 20g + 3 aplicadores,54.04,44.85,17,7897473204331,Lightsweet,Anticoncepcionais
"OSTEOTEC - 150mg, 1 comprimido revestido",85.09,74.03,13,7892953000182,Zodiac,Mais Medicamentos
Oxipelle 10mg/g Creme 20g,51.17,46.05,10,7898168007435,Valeant Farm Do Brasil,Mais Medicamentos
"OLMETEC ANLO - 20mg + 5mg, 30 comprimidos revestidos",154.27,154.27,0,7891268148923,Pfizer,Hipertensão
Solução Oftálmica Simbrinza 10mg/ml + 2mg/ml 8ml,154.41,154.41,0,7896548199572,Novartis,Mais Medicamentos
Motilium 1mg/ml Suspensão Oral 100ml,83.52,71.83,14,7896212414468,Johnson & Johnson,Digestivo
Motilium 1mg/ml Suspensão Oral 200ml,103.37,92,11,7896212422777,Johnson & Johnson,Digestivo
Motilium 1mg/ml Suspensão Oral 60ml,50.12,43.6,13,7896212422784,Johnson & Johnson,Digestivo
Montelair 4mg Sabor Cereja 60 comprimidos mastigáveis,114.71,91.77,20,7896658030284,Ache,Mais Medicamentos
Musculare 10mg 30 comprimidos revestidos,43.73,38.05,13,7891317432386,Eurofarma,Dor E Febre
Musculare 5mg 30 comprimidos,39.25,32.58,17,7891317432461,Eurofarma,Dor E Febre
Cordarex 10mg 30 comprimidos,56.21,43.28,23,7896181901808,Ache,Hipertensão
Diosmin SDU 900mg + 100mg Sabor Laranja / Limão 15 sachês com 5g cada,95.83,95.83,0,7896658000843,Ache,Mais Medicamentos
"Gestrelan 0,15mg + 0,03mg 63 comprimidos",43.8,33.29,24,7896112435648,Biolab Sanus,Anticoncepcionais
Marevan 5mg 10 comprimidos,10.89,8.82,19,7898040320911,Farmoquimica,Mais Medicamentos
Daivonex 50mcg/g Pomada Dermatológica 30g,130.74,115.05,12,5702191007947,Leo Pharma,Dor E Febre
Daraprim 25mg 30 comprimidos,3.86,2.7,30,7898040323288,Farmoquimica,Vermes e Parasitas
"Dalyne 3,0mg + 0,3mg 21 comprimidos revestidos",68.35,68.35,0,7894916508988,Sigma Pharma,Anticoncepcionais
DERMOMAX - 40mg/g 1 bisnaga com 30g de creme de uso dermatológico,124.7,124.7,0,7896181909118,Ache,Mais Medicamentos
DERMOMAX - 40mg/g 1 bisnaga com 5g de creme de uso dermatológico,28.04,28.04,0,7896181909088,Ache,Mais Medicamentos
"Ginna 0,02g/g Creme Ginecológico 40g + 7 aplicadores de 5g cada",45.98,40,13,7891317489595,Eurofarma,Anticoncepcionais
Amplium G 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores,39.22,33.73,14,7897322714257,Hypera,Anticoncepcionais
"Cor-Select 2,5mg 30 comprimidos Biolab",74.12,55.59,25,7898549755627,Biolab Sanus,Hipertensão
Enavo ODT 4mg 10 comprimidos EMS,29.43,24.72,16,7894916516303,Ems,Digestivo
Enavo 8mg 10 comprimidos EMS,54.51,43.61,20,7894916516310,Ems,Digestivo
"Duomo 4mg Eurofarma, 30 comprimidos",62.6,48.83,22,7891317003029,Eurofarma,Mais Medicamentos
Dexaneurin Injetável 3 Ampolas A de 2mL e 3 Ampolas B de 1mL,43.49,35.66,18,7896006247319,Genom,Dor E Febre
"Vonau Flash 8mg Biolab, 30 comprimidos de desintegração oral",219.9,169.32,23,7896112401582,Biolab Sanus,Digestivo
"Inpruv D 7.000UI Apsen, 10 Comprimidos",29.83,29.83,0,7896637027724,Apsen,Vitaminas
"Inpruv D 50.000UI Apsen, 4 Comprimidos",82.19,50.14,39,7896637027762,Apsen,Vitaminas
"Ginesse 0,075mg + 0,02mg 63 comprimidos",83.24,64.09,23,7898040322328,Farmoquimica,Anticoncepcionais
Protetor Ocular Oftam Grande Bege 20un,29.99,29.99,0,7897018510026,Oftam,Mais Medicamentos
"PROVERA - 10mg, 14 comprimidos",42.41,42.41,0,7891268106213,Pfizer,Anticoncepcionais
"Reduclim 2,5mg 35 comprimidos",122.39,100.36,18,7898040322205,Farmoquimica,Mais Medicamentos
Solução Oftálmica Relestat 5mg/ml 5ml,78.89,66.27,16,7897316805299,Allergan,Mais Medicamentos
Lípitor 20mg 30 comprimidos revestidos,218.98,218.98,0,7891268117127,Pfizer,Colesterol e Triglicerídeos
"Flux SR 1,5mg 30 comprimidos revestidos",32.39,24.94,23,7896112402435,Biolab Sanus,Hipertensão
"Nienza 3,125mg 30 comprimidos",14.7,11.61,21,7896658038259,Ache,Hipertensão
"Nienza 12,5mg 30 comprimidos",20.94,16.54,21,7896658038280,Ache,Hipertensão
"Nienza 6,25mg 30 comprimidos",20.02,15.82,21,7896658038266,Ache,Hipertensão
Nienza 25mg 30 comprimidos,28.51,22.52,21,7896658038273,Ache,Hipertensão
Vynaxa 10mg 30 Comprimidos Revestidos,44.61,37.92,15,7894916515764,Sigma Pharma,Mais Medicamentos
Vynaxa 15mg 28 Comprimidos Revestidos,43.8,37.23,15,7894916515795,Sigma Pharma,Mais Medicamentos
Vynaxa 20mg 28 Comprimidos Revestidos,43.8,37.23,15,7894916515825,Sigma Pharma,Mais Medicamentos
Penvir 125mg 10 comprimidos revestidos,115.34,96.89,16,7894916500364,Sigma Pharma,Gripe E Resfriado
Penvir 500mg 21 comprimidos revestidos,646.98,646.98,0,7894916500371,Sigma Pharma,Gripe E Resfriado
Peridal 10mg 30 comprimidos,26.14,23.53,10,7896714274645,Hypera,Digestivo
Tiorfan 30mg 38 sachês,61.99,53.31,14,7898906376465,Bago Do Brasil Sa,Digestivo
Torante 15mg/ml Xarope 100ml,59.66,50.11,16,7891317015985,Momenta,Mais Medicamentos
Toragesic Gotas 20mg/ml EMS 10ml,71.28,59.88,16,7894916501668,Sigma Pharma,Dor E Febre
Velunid 450mg + 50mg 30 comprimidos revestidos,76.19,69.33,9,7891142202178,Hypera,Mais Medicamentos
"Holmes H 20mg + 12,5mg 30 comprimidos revestidos",72.04,52.59,27,7891317124182,Eurofarma,Hipertensão
Traumeel S 30ml,105.2,93.63,11,7898908753158,Heel,Dor E Febre
Lixiana 30mg 30 comprimidos revestidos,140.0,140,0,7897411602182,Sankyo Pharma,Mais Medicamentos
Bicerto 150mg 10 comprimidos de liberação prolongada,50.47,43.4,14,7891317001964,Eurofarma,Dor E Febre
Fluviral Dia 20 comprimidos,30.0,26.7,11,7896094918610,Hypera,Mais Medicamentos
Impere 10mg 30 comprimidos revestidos,174.59,153.64,12,7894916512725,Sigma Pharma,Anticoncepcionais
"Bramicar HCT 80mg + 12,5mg 30 comprimidos",114.81,95.29,17,7894916510011,Sigma Pharma,Hipertensão
Neovangy MR 35mg EMS 30 comprimidos revestidos de liberação prolongada,74.26,58.67,21,7894916513302,Sigma Pharma,Mais Medicamentos
Novanlo 5mg 60 comprimidos,265.34,209.62,21,7896112422235,Biolab Sanus,Hipertensão
Naprix 5mg 90 comprimidos,183.38,143.04,22,7896094210714,Libbs,Hipertensão
Dozoito 50mg 30 comprimidos,69.7,52.97,24,7896112402671,Biolab Sanus,Hipertensão
"Benicar Triplo 20mg/12,5mg/5mg 30 comprimidos revestidos",148.07,114.01,23,7897411600386,Sankyo Pharma,Hipertensão
Itralex 100mg 4 Cápsulas Duras,44.31,14.9,66,7896004716220,Ems,Mais Medicamentos
Itraspor 100mg 4 cápsulas,36.36,31.63,13,7894916501095,Sigma Pharma,Mais Medicamentos
Kóide Elixir 120ml + copo medidor,24.48,21.54,12,7891317421403,Momenta,Dor E Febre
Lipidil 200mg 30 cápsulas,184.42,136.47,26,7891158100901,Abbott,Colesterol e Triglicerídeos
Cognitus 225mg 60 comprimidos revestidos,137.39,137.39,0,7896083410552,Sanofi,Mais Medicamentos
Invokana 100mg 30 comprimidos revestidos,221.74,166.31,25,7896212425037,Johnson & Johnson,Diabetes
Digestil 4mg/ml Sabor Menta 20ml,18.41,9.21,50,7896112141679,Teuto,Digestivo
Piemonte10mg 30 comprimidos revestidos,71.36,57.09,20,7891317140885,Eurofarma,Mais Medicamentos
Gyno - Icaden Óvulo 600mg 1 óvulo + 1 dedeira,109.54,97.49,11,7501303484151,Bayer,Anticoncepcionais
"Livial 2,5mg 28 comprimidos",111.05,95.5,14,7897572001589,Supera,Mais Medicamentos
"Ad-Muc 0,4% Soluçao Spray 30ml",81.99,73.79,10,7896112403333,Biolab Sanus,Mais Medicamentos
Xarope Polaradex 100ml,22.99,14.71,36,7898133131066,Natulab,Dor E Febre
Esomex 20mg 28 comprimidos revestidos,148.09,148.09,0,7894916508964,Sigma Pharma,Digestivo
Esomex 40mg 28 comprimidos revestidos,247.62,247.62,0,7894916508971,Sigma Pharma,Digestivo
Nites 50mcg/automatizção Spray 120 dose 17ml,64.93,54.54,16,7897337716178,Supera,Alergias E Infecções
Nizoral 20mg/g Creme Dermatológico 30g,56.13,48.27,14,7896212469970,Janssen,Mais Medicamentos
Permear 300mg 30 comprimidos revestidos,227.16,188.54,17,7896226103037,Marjan,Dor E Febre
Solução Oftálmica Pilocarpina 4% 10ml,61.24,47.77,22,7897316802250,Allergan,Mais Medicamentos
Reparil 10mg/g + 50mg/g Gel 100g,82.3,82.3,0,7896641804212,Takeda,Dor E Febre
Diovan Amlo Fix 80mg + 5mg 28 comprimidos revestidos,164.46,164.46,0,7896261012448,Novartis,Hipertensão
Diurix 25mg 30 comprimidos,4.45,2.27,49,7896112122432,Teuto,Hipertensão
"Drenatan 0,05mg/ml Solução Oftálmica 2,5ml",166.25,123.03,26,7896004724843,Sigma Pharma,Mais Medicamentos
"Drenison N 0,125mg/g + 0,35mg/g Pomada 30g",42.66,36.69,14,7896241252420,Biolab Sanus,Mais Medicamentos
Olmetec Anlo 40mg + 5mg 30 comprimidos revestidos,174.33,139.46,20,7891268148961,Pfizer,Hipertensão
"OLMY ANLO - 20mg + 5mg, 30 comprimidos revestidos",85.19,69,19,7894916510240,Sigma Pharma,Hipertensão
"Fibras Tamarine sem Sabor 10 Sachês de 5,7g cada",49.99,37.99,24,7897322714288,Hypera,Digestivo
"Tamsulon 0,4mg 30 cápsulas",270.46,270.46,0,7892953000755,Zodiac,Mais Medicamentos
Tebonin 80mg 30 comprimidos,252.09,190,25,7896641807381,Takeda,Mais Medicamentos
Teflan 20mg 10 comprimidos revestidos,52.35,42.4,19,7896006219095,União Química,Dor E Febre
"Tenadren 40mg + 12,5mg 30 comprimidos",14.52,11.76,19,7894916503389,Sigma Pharma,Hipertensão
"Melocox 7,5mg 10 comprimidos",26.09,20.35,22,7891317439002,Eurofarma,Mais Medicamentos
Melocox 15mg 10 comprimidos,48.54,40.77,16,7891317439033,Eurofarma,Mais Medicamentos
Mirtax 10mg 15 comprimidos revestidos,16.51,14.36,13,7896658008559,Ache,Dor E Febre
Mirtax 5mg 30 comprimidos revestidos,33.09,28.46,14,7896658005978,Ache,Dor E Febre
Mirtax 5mg 15 comprimidos revestidos,16.51,14.36,13,7896658008542,Ache,Dor E Febre
Mitrul 15mg 10 cápsulas gelatinosas duras de liberação prolongada,60.13,51.11,15,7892953001837,Zodiac,Dor E Febre
"Naprix A 2,5mg + 5mg 30 cápsulas",73.96,53.99,27,7896094201385,Libbs,Hipertensão
"Natrilix 2,5mg 30 drágeas",56.62,44.73,21,7898029556539,Servier,Hipertensão
"Nesina 12,5mg 30 comprimidos revestidos",153.93,127.76,17,7896094922136,Hypera,Diabetes
Piemonte 4mg 30 comprimidos mastigáveis,71.36,57.09,20,7891317477202,Eurofarma,Mais Medicamentos
Piemonte 5mg 30 comprimidos mastigáveis,71.36,57.09,20,7891317477172,Eurofarma,Mais Medicamentos
Gamaline V 900mg 30 cápsulas moles,166.94,143.57,14,7896083402557,Herbarium,Dor E Febre
Gamax 980mg 15 cápsulas,96.43,80.04,17,7896685300626,Hebron,Mais Medicamentos
"Ginesse 0,075mg + 0,02mg 21 comprimidos revestidos",38.87,30.71,21,7898040320584,Farmoquimica,Anticoncepcionais
Lugano 12mcg + 250mcg 60 cápsulas com pó para inalação + inalador,117.94,99.07,16,7891317132453,Eurofarma,Mais Medicamentos
"Solução Oftálmica Lumigan RC 0,01% 5ml",255.46,255.46,0,7897316805411,Allergan,Mais Medicamentos
"Solução Oftálmica Maxibell 0,5mg/m + 4mg/ml 10ml",17.37,14.24,18,7896180300053,Latinofarma,Mais Medicamentos
Solução Oftálmica Maxilerg 1mg/ml 5ml,39.82,33.05,17,7896180300244,Latinofarma,Mais Medicamentos
Loxonin 60mg 30 comprimidos,74.26,60.89,18,7897411610958,Sankyo Pharma,Dor E Febre
Diamicron MR 60mg 30 comprimidos de liberação prolongada,97.55,97.55,0,7898029552203,Servier,Diabetes
"Toujeo 300U/ml 1 caneta descartável com 1,5ml de solução injetável",280.82,280.82,0,7891058020323,Sanofi,Diabetes
Brasart HCT 320mg + 25mg 30 comprimidos revestidos,100.14,100.14,0,7894916508377,Sigma Pharma,Hipertensão
"Trayenta Duo 2,5mg + 500mg 60 comprimidos revestidos",303.82,249.13,18,7896026307048,Boehringer,Diabetes
Triazol 150mg 1 cápsula,33.24,27.59,17,7896112492740,Avert,Mais Medicamentos
Triazol 150mg 4 cápsula,108.96,86.08,21,7896112424147,Avert,Mais Medicamentos
Triazol 150mg 2 cápsulas,54.48,45.76,16,7896112493440,Avert,Mais Medicamentos
"Trok 20mg/g + 0,64mg/g Pomada Dermatológico 30g",38.61,33.59,13,7891317445751,Eurofarma,Mais Medicamentos
"TUNTÁ - 300mg, com 30 comprimidos revestidos",97.37,71.08,27,7891317143084,Eurofarma,Mais Medicamentos
"Biconcor 5 5mg + 6,25mg 30 comprimidos revestidos",138.42,127.35,8,7891721002045,Merck,Hipertensão
"Hyaludermin 0,2% Creme Uso Dermatologico 10g",39.46,32.36,18,7896281100521,Trb Pharma,Mais Medicamentos
Pantozol 20mg 28 Comprimidos revestidos de liberação retardada,241.24,212.29,12,7896641802478,Takeda,Digestivo
Ablok Plus 100mg 25mg 30 comprimidos,72.82,55.34,24,7896241225547,Biolab Sanus,Hipertensão
Acertanlo 14mg + 10mg 30 comprimidos,147.02,147.02,0,7898029550353,Servier,Hipertensão
Acular LS 4mg/ml Solução Oftálmica 5ml,71.72,58.81,18,7897316804735,Allergan,Dor E Febre
Acular LS 4mg/ml Solução Oftálmica 10ml,143.32,116.09,19,7897316804742,Allergan,Dor E Febre
Atlansil 100mg 20 comprimidos,23.89,19.11,20,7897595901439,Sanofi,Mais Medicamentos
Atlansil 200mg 20 comprimidos,45.61,45.61,0,7897595900654,Sanofi,Mais Medicamentos
Busonid Caps 400mcg 60 cápsulas para inalação + 1 inalador,110.22,89.28,19,7896181903222,Ache,Alergias E Infecções
Busonid Caps 200mcg 60 cápsulas para inalação + 1 inalador,63.45,49.49,22,7896181904441,Ache,Alergias E Infecções
Vasogard 50mg 30 comprimidos,28.49,22.51,21,7896181907275,Ache,Mais Medicamentos
Afrat 150mg 1 comprimido,40.28,40.28,0,7896676420111,Cristalia,Mais Medicamentos
Vesicare 5mg 30 comprimidos revestidos,219.26,188.56,14,7899337000080,Astellas,Anticoncepcionais
Aglucose 50mg 30 comprimidos,41.38,36.83,11,7894916503754,Sigma Pharma,Diabetes
Vibral 30mg/ml Gotas 10ml,21.48,19.33,10,7896255766456,Abbott,Mais Medicamentos
Levoid 88mcg 30 comprimidos,25.42,20.34,20,7896658008801,Ache,Mais Medicamentos
Solaquin 40mg/g Creme Dermatológico 30g,89.04,89.04,0,7898168006421,Icn Farmaceutica,Mais Medicamentos
Clenil HFA 250mcg Jet Solução Aerossol 200 doses 10ml,80.69,62.94,22,7896672202919,Chiesi Farmaceutica Ltda.,Mais Medicamentos
Sirdalud 2mg 30 comprimidos,66.84,62.83,6,7896261010185,Novartis,Dor E Febre
"Yomax 5,4mg 60 comprimidos",104.53,89.9,14,7896637022644,Apsen,Mais Medicamentos
Zinpass 10mg 30 comprimidos revestidos,62.58,48.81,22,7896422528719,Medley,Colesterol e Triglicerídeos
Antux Gotas 20ml,58.18,42.47,27,7896658001765,Ache,Mais Medicamentos
